Date,02T,03T,05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T
12/11/2014,50,52,58,45,57,46,54,22,42,63,63,80,83,N/A,N/A,63
13/11/2014,50,39,37,35,40,36,44,21,N/A,N/A,47,51,65,18,17,48
14/11/2014,38,26,28,28,31,34,29,17,N/A,N/A,35,44,52,13,15,45
15/11/2014,53,41,38,42,45,47,39,22,N/A,46,48,58,65,16,18,60
16/11/2014,54,39,42,44,50,45,42,22,N/A,52,55,66,70,20,21,60
17/11/2014,56,43,39,41,44,40,40,21,N/A,47,50,60,62,19,19,62
18/11/2014,51,38,41,39,42,40,46,20,N/A,47,44,53,60,N/A,18,48
19/11/2014,57,47,45,48,47,44,49,22,N/A,49,53,67,67,N/A,21,63
20/11/2014,78,61,58,63,64,60,61,26,N/A,65,76,93,95,N/A,26,81
21/11/2014,75,65,70,70,73,72,75,N/A,N/A,75,96,111,109,33,30,94
22/11/2014,72,62,63,N/A,66,60,64,N/A,N/A,70,80,96,97,33,25,79
23/11/2014,71,56,56,N/A,72,62,58,N/A,N/A,N/A,82,100,94,30,26,74
24/11/2014,74,60,57,N/A,62,62,64,N/A,N/A,N/A,79,99,99,N/A,24,88
25/11/2014,72,59,56,N/A,65,67,56,N/A,N/A,69,107,102,95,N/A,26,84
26/11/2014,77,64,61,N/A,71,64,61,N/A,N/A,70,94,103,99,N/A,27,77
27/11/2014,49,41,45,N/A,48,42,55,20,N/A,48,72,79,86,N/A,26,64
28/11/2014,53,50,72,N/A,81,64,65,26,N/A,89,90,111,105,28,29,88
29/11/2014,86,77,85,N/A,95,80,83,32,N/A,100,124,134,134,48,38,103
30/11/2014,70,66,66,N/A,73,68,77,27,N/A,75,102,122,122,38,36,82
01/12/2014,54,47,42,N/A,58,50,47,25,N/A,56,71,85,88,29,22,62
02/12/2014,39,42,50,N/A,48,45,39,20,N/A,50,62,75,76,21,23,66
03/12/2014,45,43,39,N/A,38,38,46,23,N/A,42,62,77,75,27,18,65
04/12/2014,58,57,55,N/A,50,50,62,26,N/A,56,70,84,85,N/A,28,84
05/12/2014,27,25,31,N/A,33,26,27,19,N/A,32,39,63,58,N/A,18,50
06/12/2014,40,43,49,N/A,51,45,41,22,N/A,49,54,77,75,N/A,19,58
07/12/2014,45,49,46,N/A,52,42,48,24,N/A,51,57,86,71,N/A,19,64
08/12/2014,44,46,44,N/A,49,47,58,23,N/A,53,50,75,69,N/A,18,55
09/12/2014,37,45,37,N/A,42,35,50,21,N/A,45,43,63,58,N/A,15,55
10/12/2014,41,46,49,N/A,47,40,52,24,N/A,52,46,62,64,N/A,18,59
11/12/2014,43,41,42,N/A,41,39,42,20,N/A,45,36,53,55,N/A,16,50
12/12/2014,50,47,53,N/A,49,48,56,23,N/A,53,54,66,69,N/A,20,61
13/12/2014,45,45,49,N/A,48,45,48,21,N/A,53,51,64,71,N/A,19,55
14/12/2014,47,47,55,N/A,60,51,52,22,N/A,61,67,N/A,80,N/A,22,65
15/12/2014,68,64,70,N/A,71,67,65,27,N/A,80,87,N/A,100,N/A,27,85
16/12/2014,65,64,72,N/A,74,70,63,26,N/A,82,72,N/A,92,30,27,75
17/12/2014,51,50,50,N/A,55,N/A,64,N/A,N/A,66,55,N/A,78,23,20,63
18/12/2014,69,68,67,N/A,67,N/A,73,N/A,N/A,77,84,61,99,31,N/A,80
19/12/2014,72,74,77,N/A,80,N/A,76,28,N/A,85,87,60,105,35,N/A,90
20/12/2014,80,79,76,N/A,91,N/A,77,29,N/A,91,88,67,N/A,34,N/A,91
21/12/2014,71,71,68,N/A,81,N/A,75,27,N/A,86,86,68,N/A,33,N/A,87
22/12/2014,69,65,69,N/A,73,N/A,76,27,N/A,78,77,59,N/A,31,N/A,78
23/12/2014,82,84,87,N/A,95,N/A,87,30,N/A,101,100,68,N/A,37,34,99
24/12/2014,87,87,95,N/A,102,N/A,98,31,N/A,106,104,79,N/A,39,34,106
25/12/2014,75,74,75,N/A,83,N/A,N/A,27,N/A,87,91,69,N/A,34,29,85
26/12/2014,71,67,69,N/A,83,N/A,73,29,N/A,85,84,68,N/A,32,29,85
27/12/2014,72,89,64,N/A,81,N/A,89,32,N/A,76,91,63,N/A,41,29,77
28/12/2014,28,27,25,N/A,34,N/A,32,18,N/A,37,38,38,N/A,19,14,42
29/12/2014,34,31,24,N/A,36,N/A,37,20,N/A,38,35,28,N/A,N/A,13,41
30/12/2014,59,54,53,N/A,63,N/A,64,25,N/A,63,62,N/A,N/A,N/A,21,69
31/12/2014,60,54,56,N/A,74,N/A,59,27,N/A,72,63,N/A,N/A,N/A,24,64
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
