Date,02T,03T,05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T
16/11/2013,36,26,N/A,18,26,24,27,13,24,19,52,32,51,53,20,46
17/11/2013,40,28,N/A,27,38,32,38,16,25,22,55,28,53,109,17,55
18/11/2013,49,30,N/A,30,32,36,43,20,31,24,60,26,56,N/A,18,53
19/11/2013,52,37,N/A,37,41,39,53,19,33,26,64,N/A,60,N/A,18,58
20/11/2013,70,56,N/A,54,50,50,68,26,48,35,96,N/A,85,N/A,25,79
21/11/2013,80,55,N/A,53,60,53,58,25,61,N/A,110,N/A,98,N/A,28,74
22/11/2013,74,45,N/A,46,49,43,52,21,45,N/A,79,N/A,72,N/A,21,59
23/11/2013,60,38,60,52,N/A,36,49,19,42,N/A,70,N/A,63,N/A,21,59
24/11/2013,42,24,40,37,N/A,32,30,16,30,N/A,69,N/A,56,N/A,19,51
25/11/2013,63,50,70,51,N/A,34,45,22,37,N/A,91,N/A,76,N/A,24,68
26/11/2013,N/A,47,55,45,25,36,62,22,33,N/A,87,N/A,82,N/A,20,82
27/11/2013,N/A,55,95,64,33,45,61,26,49,N/A,100,N/A,90,N/A,23,84
28/11/2013,64,50,78,49,36,51,64,20,41,N/A,81,N/A,74,N/A,25,59
29/11/2013,41,29,35,27,14,26,38,15,20,N/A,49,N/A,44,N/A,10,35
30/11/2013,62,46,59,51,32,42,49,24,39,26,N/A,N/A,70,N/A,19,64
01/12/2013,72,42,77,46,35,45,53,25,36,29,N/A,N/A,91,N/A,20,56
02/12/2013,77,53,99,71,58,58,68,26,53,37,89,N/A,84,N/A,25,69
03/12/2013,105,75,N/A,100,83,82,91,32,81,56,127,N/A,117,N/A,34,103
04/12/2013,N/A,71,N/A,82,79,76,80,30,73,45,121,N/A,110,N/A,31,98
05/12/2013,N/A,65,N/A,69,68,N/A,76,30,60,10,105,N/A,95,N/A,27,78
06/12/2013,N/A,48,N/A,57,54,N/A,66,24,43,N/A,82,N/A,73,N/A,22,67
07/12/2013,83,64,N/A,69,59,N/A,71,29,57,N/A,95,N/A,84,N/A,22,76
08/12/2013,109,72,N/A,94,91,N/A,91,34,83,N/A,133,N/A,113,N/A,32,103
09/12/2013,140,99,N/A,115,112,N/A,118,44,97,N/A,172,N/A,143,N/A,40,125
10/12/2013,132,91,N/A,107,120,N/A,121,41,92,N/A,163,N/A,137,N/A,40,116
11/12/2013,140,101,N/A,113,121,N/A,126,44,97,N/A,178,N/A,154,N/A,43,126
12/12/2013,134,91,N/A,112,113,N/A,114,44,87,N/A,N/A,N/A,133,N/A,36,114
13/12/2013,141,88,N/A,105,104,N/A,106,43,103,N/A,N/A,N/A,132,N/A,42,125
14/12/2013,131,91,N/A,96,100,N/A,113,43,87,24,N/A,N/A,149,N/A,43,N/A
15/12/2013,104,70,N/A,85,100,N/A,87,33,78,23,N/A,N/A,125,N/A,48,133
16/12/2013,62,34,N/A,57,61,N/A,56,21,40,N/A,N/A,N/A,81,N/A,35,47
17/12/2013,44,24,N/A,27,33,N/A,35,13,N/A,N/A,N/A,N/A,55,N/A,13,29
18/12/2013,74,46,N/A,52,51,N/A,54,22,N/A,N/A,N/A,N/A,77,N/A,20,69
19/12/2013,81,49,46,58,55,57,63,26,N/A,N/A,N/A,N/A,77,N/A,24,71
20/12/2013,80,54,91,68,69,64,67,26,60,59,N/A,N/A,96,N/A,27,82
21/12/2013,90,63,119,75,84,74,84,29,74,72,N/A,N/A,108,25,30,86
22/12/2013,95,65,129,79,83,72,80,29,70,68,N/A,N/A,110,27,30,83
23/12/2013,114,76,143,88,96,81,97,36,80,76,N/A,N/A,121,32,36,101
24/12/2013,112,92,157,83,101,83,105,35,77,86,N/A,N/A,123,27,35,100
25/12/2013,115,81,153,95,97,84,98,37,84,88,N/A,N/A,125,25,35,107
26/12/2013,135,106,173,117,114,101,119,42,99,103,N/A,N/A,143,31,41,119
27/12/2013,130,88,154,108,103,97,109,42,99,92,N/A,N/A,118,32,39,110
28/12/2013,117,88,164,96,103,89,104,40,89,91,N/A,N/A,118,23,36,103
29/12/2013,117,82,157,93,106,87,104,39,85,92,N/A,N/A,121,28,35,97
30/12/2013,116,87,161,92,105,86,110,37,85,88,N/A,N/A,122,27,40,96
31/12/2013,114,80,147,87,104,87,104,38,80,88,N/A,N/A,121,27,37,96
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
