Date,02T,03T,05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T
19/10/2015,52,57,48,N/A,47,46,68,26,58,50,N/A,80,N/A,27,N/A,69
20/10/2015,47,51,37,N/A,48,48,54,24,65,55,N/A,73,N/A,26,N/A,58
21/10/2015,33,36,33,N/A,36,36,44,19,39,42,N/A,59,N/A,20,N/A,62
22/10/2015,49,67,57,N/A,N/A,40,56,25,61,46,N/A,91,N/A,23,N/A,97
23/10/2015,64,98,68,N/A,N/A,57,73,30,69,69,N/A,99,N/A,32,N/A,98
24/10/2015,62,87,52,N/A,N/A,52,67,28,64,53,N/A,71,N/A,32,N/A,70
25/10/2015,44,65,44,N/A,N/A,36,47,23,44,47,N/A,50,N/A,23,N/A,61
26/10/2015,48,72,47,N/A,N/A,45,51,26,47,49,N/A,58,N/A,22,N/A,67
27/10/2015,43,78,40,N/A,36,39,55,25,42,43,N/A,69,N/A,22,N/A,69
28/10/2015,44,67,48,N/A,36,36,51,24,61,47,N/A,71,N/A,23,N/A,70
29/10/2015,43,79,48,N/A,37,32,55,25,52,45,N/A,68,N/A,24,N/A,78
30/10/2015,53,84,42,N/A,31,31,56,26,46,42,N/A,49,N/A,26,N/A,62
31/10/2015,39,56,38,N/A,27,31,45,23,37,33,N/A,46,N/A,18,N/A,54
01/11/2015,29,42,32,N/A,29,27,28,20,36,35,N/A,51,N/A,15,N/A,64
02/11/2015,33,49,31,N/A,25,30,35,21,38,33,N/A,44,N/A,17,N/A,51
03/11/2015,36,60,40,N/A,31,31,43,23,38,43,N/A,52,N/A,18,N/A,71
04/11/2015,46,83,55,N/A,42,40,57,25,52,56,N/A,63,N/A,24,N/A,81
05/11/2015,60,86,47,N/A,36,38,52,26,61,45,N/A,66,N/A,30,N/A,76
06/11/2015,68,92,47,N/A,53,54,67,27,89,70,N/A,84,N/A,33,N/A,93
07/11/2015,32,38,23,N/A,21,21,35,21,32,24,N/A,41,N/A,13,N/A,51
08/11/2015,41,58,28,N/A,22,26,39,21,N/A,29,N/A,56,N/A,21,N/A,55
09/11/2015,32,53,35,N/A,30,25,33,20,45,37,N/A,49,N/A,18,N/A,62
10/11/2015,37,62,39,N/A,30,31,47,22,56,40,N/A,56,N/A,20,17,67
11/11/2015,41,62,28,N/A,25,27,36,22,57,32,N/A,53,N/A,19,16,60
12/11/2015,38,60,34,N/A,28,33,43,22,49,35,N/A,N/A,N/A,20,16,70
13/11/2015,50,72,51,N/A,43,41,55,26,68,57,N/A,N/A,N/A,30,22,75
14/11/2015,57,81,57,N/A,40,39,59,27,62,49,N/A,N/A,N/A,29,21,64
15/11/2015,57,75,43,N/A,48,37,50,26,104,54,N/A,N/A,N/A,32,28,69
16/11/2015,44,60,39,N/A,37,42,N/A,23,59,46,N/A,N/A,N/A,26,19,75
17/11/2015,29,33,31,N/A,36,31,N/A,20,46,37,N/A,N/A,N/A,17,17,62
18/11/2015,43,65,39,N/A,38,30,N/A,24,42,41,N/A,N/A,N/A,22,16,60
19/11/2015,47,76,47,N/A,56,48,N/A,23,73,57,N/A,N/A,N/A,25,N/A,78
20/11/2015,43,66,44,N/A,45,39,N/A,23,67,48,N/A,N/A,N/A,23,16,79
21/11/2015,45,77,42,N/A,49,41,N/A,25,69,52,N/A,N/A,N/A,26,18,78
22/11/2015,42,71,37,N/A,43,35,N/A,24,52,43,N/A,N/A,N/A,23,18,65
23/11/2015,50,85,36,N/A,44,35,N/A,26,61,47,N/A,N/A,N/A,25,20,73
24/11/2015,48,82,52,N/A,48,45,N/A,25,62,53,N/A,N/A,N/A,25,21,77
25/11/2015,43,64,40,N/A,40,38,N/A,25,56,43,N/A,N/A,N/A,21,17,78
26/11/2015,46,57,34,N/A,37,32,N/A,22,37,36,N/A,N/A,N/A,19,16,56
27/11/2015,39,35,31,N/A,33,26,N/A,19,31,32,N/A,N/A,N/A,14,14,41
28/11/2015,37,58,43,N/A,46,31,N/A,21,39,48,N/A,N/A,N/A,19,20,60
29/11/2015,49,77,42,N/A,49,42,N/A,25,53,54,N/A,N/A,N/A,23,20,65
30/11/2015,54,95,59,N/A,62,47,N/A,N/A,67,65,N/A,N/A,N/A,28,20,82
01/12/2015,58,78,51,N/A,57,53,N/A,N/A,77,56,N/A,N/A,N/A,26,N/A,82
02/12/2015,N/A,25,25,N/A,34,30,N/A,N/A,54,36,N/A,N/A,N/A,16,N/A,43
03/12/2015,N/A,49,35,N/A,32,25,N/A,N/A,N/A,33,N/A,N/A,N/A,15,N/A,49
04/12/2015,N/A,59,46,N/A,43,39,N/A,N/A,37,45,N/A,N/A,N/A,21,N/A,67
05/12/2015,45,66,43,N/A,50,37,N/A,N/A,43,46,N/A,N/A,N/A,24,N/A,57
06/12/2015,42,56,37,N/A,43,40,N/A,N/A,43,45,N/A,N/A,N/A,21,N/A,52
07/12/2015,43,61,33,N/A,41,35,N/A,N/A,43,43,N/A,N/A,N/A,22,N/A,49
08/12/2015,N/A,76,43,N/A,48,44,N/A,N/A,50,55,N/A,N/A,N/A,22,N/A,70
09/12/2015,N/A,86,80,N/A,62,54,N/A,N/A,54,71,N/A,N/A,N/A,29,N/A,92
10/12/2015,87,91,73,N/A,81,67,N/A,N/A,74,85,N/A,N/A,N/A,37,N/A,114
11/12/2015,61,66,54,N/A,72,58,N/A,N/A,59,75,N/A,N/A,N/A,27,N/A,82
12/12/2015,35,22,35,N/A,40,31,N/A,N/A,29,41,N/A,N/A,N/A,15,N/A,50
13/12/2015,30,33,26,N/A,40,28,N/A,N/A,29,39,N/A,N/A,N/A,16,N/A,48
14/12/2015,56,99,60,N/A,67,50,N/A,N/A,56,70,N/A,N/A,N/A,29,N/A,94
15/12/2015,105,149,108,N/A,111,76,114,N/A,89,110,N/A,N/A,N/A,47,N/A,135
16/12/2015,69,93,57,N/A,63,48,86,N/A,54,64,N/A,N/A,N/A,26,N/A,78
17/12/2015,49,57,25,N/A,35,25,49,N/A,31,37,N/A,N/A,N/A,17,N/A,44
18/12/2015,55,63,43,N/A,49,38,51,N/A,46,49,N/A,N/A,N/A,20,N/A,66
19/12/2015,56,98,48,N/A,59,47,57,N/A,59,59,N/A,N/A,N/A,27,N/A,81
20/12/2015,59,90,51,N/A,72,53,60,N/A,65,67,N/A,N/A,N/A,28,N/A,86
21/12/2015,62,95,55,N/A,70,60,67,N/A,65,71,N/A,N/A,N/A,28,N/A,92
22/12/2015,64,102,64,N/A,70,59,66,N/A,67,70,N/A,N/A,N/A,29,N/A,101
23/12/2015,69,100,67,N/A,73,58,70,N/A,72,74,N/A,N/A,N/A,31,N/A,103
24/12/2015,52,69,45,N/A,56,44,52,N/A,49,58,N/A,N/A,N/A,25,N/A,72
25/12/2015,40,41,22,N/A,42,32,38,N/A,38,41,N/A,N/A,N/A,18,N/A,57
26/12/2015,43,42,44,N/A,48,34,59,N/A,40,48,N/A,N/A,N/A,22,N/A,63
27/12/2015,45,51,41,N/A,58,35,53,N/A,46,56,N/A,N/A,N/A,22,N/A,69
28/12/2015,57,71,50,N/A,58,49,67,N/A,50,59,N/A,N/A,N/A,23,N/A,77
29/12/2015,49,77,46,N/A,50,44,60,N/A,44,53,N/A,N/A,N/A,20,N/A,73
30/12/2015,49,65,50,N/A,53,47,53,N/A,48,55,N/A,N/A,N/A,20,N/A,69
31/12/2015,30,42,31,N/A,37,36,35,N/A,35,38,N/A,N/A,N/A,16,N/A,45
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
